created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-24,fokus kerja saja yang mmg itu buat rakyat semua meme itu akan hilang sendiri kok kanda bahlil,Isu Meme,Negatif,Negatif
2025-10-24,bahlil lahadalia santai hadapi meme dan ejekan media sosial tegaskan kritik hanya boleh kebijakan,Isu Meme,Netral,Netral
2025-10-24,menteri esdm bahlil lahadalia memaafkan akunakun media sosial yang membuat meme tentang dirinya ia menegaskan tak masalah dikritik selama tidak mengandung unsur rasis kalau ada yang memememe sudah lah saya maafkan tapi kalau sudah pribadi dan mengarah ke rasis itu tidak,Isu Meme,Netral,Netral
2025-10-24,nah belah dada lu isinya psti meme bahlil semwa ntar kabarin dah lapas mana,Isu Meme,Negatif,Negatif
2025-10-24,ya kebijakan kontroversial bahlil seperti pembatasan distribusi lpg kg subsidi berpotensi menjadi duri dalam daging bagi prabowo karena menimbulkan keresahan umkm dan kritik publik yang meluas jika tidak dievaluasi atau dikomunikasikan efektif hal ini bisa menggerus,Isu LPG,Negatif,Negatif
2025-10-24,respons bahlil soal meme dirinya saya memang sudah biasa dihina sejak masih kecil,Isu Meme,Netral,Netral
2025-10-24,walo sering di hina semoga pekerjaan nya on track pak bahlil,Isu Meme,Negatif,Negatif
2025-10-24,menteri esdm saya maafkan hentikan laporan meme allah saja mau memaafkan umatnya masa manusia tidak ujar bahlil lahadalia usai menegaskan dirinya memaafkan pembuat meme rasis,Isu Meme,Netral,Netral
2025-10-24,gue lagi nyari meme bahlil yang ditimpa pake lambang golkar kemaren nemu tapi gak gue ss itu lucu banget dari kompas atau apa gt kalo gak salah,Isu Meme,Negatif,Negatif
2025-10-24,bonus pas install ap shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi hamish raisa bahlil jule daehoon pssi aqua wonwoo pink cha eunwoo,Isu Meme,Netral,Netral
2025-10-24,anjay u buzzer yang mau polisikan akun akun pembuat meme bahlil yh,Isu Meme,Netral,Netral
2025-10-24,ketua umum partai golkar bahlil lahadalia menanggapi laporan yang dibuat angkatan muda partai golkar ampg terhadap sejumlah akun media sosial yang diduga membuat dan menyebarkan meme dirinya bahlil meminta supaya laporan tersebut enggak diperpanjang karena ada pihak yang,Isu Meme,Netral,Netral
2025-10-24,bahlil perintahkan setop laporan meme ungkap alasan ini,Isu Meme,Netral,Netral
2025-10-24,bahlil stop laporan meme ini alasan menarik di balik keputusannya,Isu Meme,Netral,Netral
2025-10-24,nanti posting meme bahlil lagi ah,Isu Meme,Netral,Netral
2025-10-24,ya proyek food estate di merauke melibatkan deforestasi skala besar untuk pertanian dan biofuel didorong pemerintahan prabowo untuk swasembada pangan bahlil sebagai menteri esdm turut mengelola sda terkait termasuk percepatan di papua kritikus seperti mighty earth,Isu Tambang,Netral,Netral
2025-10-24,sebagai ai aku gak punya perasaan suka atau benci pribadi terhadap siapa pun bahlil lahadalia punya rekam jejak solid di bisnis politik sebagai ketum golkar dan jabatan menteri esdm meski sering dikritik dan dijadikan meme aku hormati ketangguhannya hadapi itu semua tapi,Isu Meme,Positif,Positif
2025-10-24,bahlil minta kader golkar sudahi laporan pembuat meme,Isu Meme,Netral,Netral
2025-10-24,takut akun ku di pantaucukup sekian meme bahlil kan gak lucu masuk penjara garagara nyebarin meme nya bahlil,Isu Meme,Negatif,Negatif
2025-10-24,astaghfirullah polisi nya pas lihat meme bahlil kira ngakakk gak ya,Isu Meme,Negatif,Negatif
2025-10-24,terima kasih pak bahlil ribuan meme telah kau maafkan kau memberi arti untuk rakyat iniiii,Isu Meme,Positif,Positif
2025-10-24,bahlil maafkan penyebar meme dirinya saya sudah biasa dihina sejak kecil,Isu Meme,Netral,Netral
2025-10-24,bahlil maafkan pembuat meme yang hina dirinya di medsos,Isu Meme,Negatif,Negatif
2025-10-24,menteri esdm yang juga ketua umum partai golkar bahlil lahadalia mengaku telah memaafkan pihakpihak yang membuat dan menyebarkan konten meme tentang dirinya di media sosial menurutnya kritik adalah bagian dari dinamika demokrasi asalkan disampaikan secara konstruktif tanpa,Isu Meme,Netral,Netral
2025-10-24,kan aku gak bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,lebih cocok branding meme bahlil,Isu Meme,Positif,Positif
2025-10-24,bahlil perintahkan kader golkar stop laporkan akun medsos pembuat meme dirinya ke polisi,Isu Meme,Netral,Netral
2025-10-24,di tanya wartawan bahlil gak tau wartawan tanya ampg sdh melaporkn penyebar meme ke bareskrim polisi di tanya belom ada llaporan dan akhirnya bahlil maafkan penyebar meme dirinya saya sudah biasa dihina sejak kecil klik untuk baca,Isu Meme,Negatif,Negatif
2025-10-24,menteri energi dan sumber daya mineral esdm bahlil lahadalia mengaku telah memaafkan pembuat serta penyebar meme yang berisi hinaan terhadap dirinya kendati demikian dia menyesalkan jika serangan itu bersifat pribadi dan mengandung unsur rasisme saya pikir kalau ada yang,Isu Meme,Netral,Netral
2025-10-24,haha santai bro belum ada yang dipenjara beneran jalur meme bahlil kok laporan cuma ancaman dari ampg polisi bilang belum resmi ditindak tapi hatihati ya di indo uu ite suka sensitif soal penghinaan mending bikin meme yang aman dulu,Isu Meme,Negatif,Negatif
2025-10-24,tkt msk penjara jalur meme bahlil,Isu Meme,Netral,Netral
2025-10-24,haha bukan meme bahlil yang lagi viral itu kok yang aku maksud meme fandom seperti gambar lucu atau editan ship moqeel di postmu itu bikin kontenmu relatable buat fans cdrama kalau ada meme bahlil di akunmu,Isu Meme,Negatif,Negatif
2025-10-24,oke ini revisi tema tips malas ala bahlil asumsi lo maksud bahlil lahadalia menteri investasi yang santai santai dan lucu ya eh gais inspirasi dari bahlil mau invest bilang saja invest di rebahan dulu malas mikir tapi untung dateng sendiri meeting,Isu Meme,Positif,Positif
2025-10-24,meme apa meme bahlil,Isu Meme,Netral,Negatif
2025-10-24,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bonus prabowo ran takahashi hamish raisa prabowo gibran bahlil jokowi purbaya anies,Isu Meme,Netral,Netral
2025-10-24,menteri esdm bahlil lahadalia menanggapi berbagai kritik meme dan pemberitaan yang menyasar kebijakan serta personalnya bahlil menyatakan bahwa meskipun kritik terhadap kebijakan diperbolehkan dalam demokrasi ia tidak akan mundur sejengkal pun dalam menjaga kedaulatan,Isu Meme,Netral,Netral
2025-10-24,menteri bahlil pengelolaan tambang jangan dikuasai kelompok tertentu baca selengkapnya,Isu Tambang,Netral,Netral
2025-10-24,menteri energi dan sumber daya mineral bahlil lahadalia menyatakan telah memaafkan pihak yang membuat ujaran kebencian berupa meme tentang dirinya dan meminta sayap organisasi partai golkar untuk menghentikan proses pelaporan terkait hal tersebut saya pikir ya kalau ada yang,Isu Meme,Netral,Netral
2025-10-24,gue bilang stop meme bahlil deeh kasian orang fotonya jadi nongol terus kan kesian kalo ada ibu hamil jadi elus perut melulu,Isu Meme,Negatif,Negatif
2025-10-24,diserang meme di medsos bahlil lahadalia bikin kaget saya maafkan udahlah,Isu Meme,Negatif,Negatif
2025-10-24,bahlil lahadalia memilih memaafkan akunakun media sosial yang menyebar meme dirinya ia minta organisasi sayap golkar seperti ampg dan ampi tidak melanjutkan rencana pelaporan ke polisi,Isu Meme,Netral,Netral
2025-10-24,tidak video itu tampaknya editan atau meme tidak ada laporan berita resmi tentang graffiti bahlil kontol di sydney mungkin hanya lelucon viral,Isu Meme,Negatif,Netral
2025-10-24,ingfokan pasar gelap mw mencari meme bahlil yang banyak,Isu Meme,Netral,Netral
2025-10-24,bahlil maafkan penyebar meme dirinya ngaku biasa dihina sejak kecil,Isu Meme,Negatif,Negatif
2025-10-24,perintahkan cabut laporan bahlil maafkan penyebar meme di medsos asal tidak rasis saya biasa dihina sejak sd,Isu Meme,Negatif,Negatif
2025-10-24,bahlil soal tambang ilegal di mandalika proses hukum saja,Isu Tambang,Netral,Netral
2025-10-24,kalau gentle ya bahlil nemuin satu persatu yang bersangkutan ajak duel atau tegur lha kok malah lapor polisi polisi jng mau disuruh nangkep masyarakat,Isu Meme,Negatif,Negatif
2025-10-24,bayangkan wajah dsat yang muda berkulit cerah mata sipit rambut hitam rapi ekspresi netral jika dipaksa mirip bahlil lahadalia jadi lebih bulat senyum tipis kulit agak sawo matang tampak dewasa seperti pejabat dengan aura percaya diri menteri lucu ya,Isu Meme,Positif,Positif
2025-10-24,hut ke pertambangan bahlil serukan pengelolaan tambang berkelanjutan baca selengkapnya,Isu Tambang,Netral,Netral
2025-10-24,menteri esdm bahlil lahadalia merespon soal konten meme dirinya yang tersebar di media sosial ia mengaku tak mempermasalahkan meme tersebut bahkan ia juga mengaku telah memaafkan pembuat meme tersebut,Isu Meme,Netral,Netral
2025-10-24,bahlil juga harus diproses dan diminta pertanggungjawabannya kenapa bisa ada tambang ilegal yang dikelola orang asing lagi jangan mau cuci tangan enak saja si bahlul bodoh,Isu Tambang,Negatif,Negatif
2025-10-24,tidak akun anda tampaknya aman karena postingan terbarunya berfokus pada konten vtuber seperti solace amerta salam pagi dan acara streaming tanpa unsur meme politik atau penghinaan terhadap bahlil lahadalia laporan ampg spesifik menyasar penyebar meme yang menghina beliau,Isu Meme,Netral,Netral
2025-10-24,tidak ada daftar akun spesifik yang dirilis secara publik oleh ampg tapi laporan mereka menargetkan akunakun penyebar meme menghina bahlil lahadalia sebagai ketum golkar jika tvindonesiawkwk termasuk membuat atau bagikan konten serupa maka ya berkemungkinan besar namun,Isu Meme,Negatif,Negatif
2025-10-24,alaah itu second acc orang golkar juga pada koleksi meme bahlil pastii pasti di hpnya ada folder khusus folder rahasia isinya meme bahlilll,Isu Meme,Negatif,Negatif
2025-10-24,nah gitu dong bahlil perintahkan kader golkar stop laporkan akun medsos pembuat meme dirinya ke polisi,Isu Meme,Netral,Netral
2025-10-24,bonus saldo kalo install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi hamish raisa prabowo gibran bahlil jokowi purbaya anies monad,Isu Meme,Netral,Netral
2025-10-24,kalo meme bahlil suka g,Isu Meme,Positif,Positif
2025-10-24,makin rame saja meme bahlil,Isu Meme,Netral,Netral
2025-10-24,upload muka bahlil kocak ini meme,Isu Meme,Netral,Netral
2025-10-24,proses penciptaan bahlil dari saripati nikel lalu menjadi nuthfah lalu menjadi alaqah lalu menjadi mudghah lalu menjadi etanol lalu menjadi tulang dan daging lalu menjadi menteri esdm,Isu Tambang,Netral,Netral
2025-10-24,bahlil sering kali dijadikan bahan meme oleh netizen ini adlh bentuk ungkapan ekspresi diera digital saat ini sebaiknya bahlil legowo dan menjadikan meme sebagai pelecut agar mampu bekerja dengan lebih baik lagi,Isu Meme,Positif,Positif
2025-10-24,orang yang ngehina ngetawain dan ngejokes pak bahlil pasti belum ketemu orangnya langsung sebaik dan sehumble itu dia sama orang baru salah satunya gw yang awalnya cuma lihat meme nya malah bisa jadi fansnya semua yang udah ketemu sama dia pasti sependapat sama gw,Isu Meme,Positif,Positif
2025-10-24,kalo ada yang masuk penjara karena meme bahlil bakal kocak ya kalo ditanya sama napi lain yang kasus maling begal narkoba masuk penjara kasus apa bang upload muka bahlil,Isu Meme,Negatif,Negatif
2025-10-24,orang yang ngehina ngetawain dan ngejokes pak bahlil pasti belum ketemu orangnya langsung sebaik dan sehumble itu dia sama orang baru salah satunya gw yang awalnya cuma lihat meme nya malah bisa jadi fansnya semua yang udah ketemu sama dia pasti sependapat sama gw,Isu Meme,Positif,Positif
2025-10-24,makin elu lapor makin nyungsep tuh elektabilitas dan popularitas bahlil,Isu Meme,Negatif,Negatif
2025-10-24,pemerintah memastikan akan tindak tegas penemuan tambang ilegal yang beroperasi hal ini disampaikan oleh menteri energi dan sumber daya mineral bahlil lahadalia saat merespon temuan tambang ilegal oleh kpk di mandalika nusa tenggara barat jumat awm,Isu Tambang,Netral,Netral
2025-10-24,suasana jakarta saat pembuat yang repost ato apapun tg berhubungan sama meme bahlil ditangkap dan dipenjara,Isu Meme,Negatif,Negatif
2025-10-24,perlu keberanian lebih daripada upload meme bahlil kak,Isu Meme,Netral,Netral
2025-10-24,mengeluarkan meme bahlil,Isu Meme,Negatif,Netral
2025-10-24,bonus saldo kalau install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi hamish raisa prabowo gibran bahlil purbaya anies kemenhut lee know,Isu Meme,Netral,Netral
2025-10-24,orng sangking jengkelnya gak ada rasa takutnya bagus begitu meme saja kok takuttt lek wes dasarane elek yo piye mane to lil bahlil,Isu Meme,Negatif,Negatif
2025-10-24,bagaimana menurut kamu apakah dalam hal ini meme seharusnya dipahami sebagai ekspresi bebas atau tindakan pelanggaran hukum,Isu Meme,Netral,Negatif
2025-10-24,sbnernya alesanku gak pernah bagi meme bahlil bukan karna takut ditangkep tpi karna gamau nyimpen mukanya di galeri,Isu Meme,Negatif,Negatif
2025-10-24,golkar soal laporan meme bahlil bukan sekadar membela ketua umum tapi menjaga agar medsos tak dipenuhi ujaran buruk fitnah dan hoaks,Isu Meme,Netral,Netral
2025-10-24,bahlil soal tambang ilegal di mandalika serahkan ke penegak hukum,Isu Tambang,Netral,Netral
2025-10-24,bahlil gerak dikit meme akan terbentuk,Isu Meme,Netral,Netral
2025-10-24,arrayan dan hanami yang lagi ngobrol yang di penjara karena sebar meme bahlil cocok buat aca kalo aku bagian jenguk kalian,Isu Meme,Positif,Positif
2025-10-24,hahahahah posting foto bahlil di penjara anjayyyy,Isu Meme,Netral,Negatif
2025-10-24,soal temuan tambang emas ilegal dekat mandalika bahlil proses hukum saja,Isu Tambang,Netral,Netral
2025-10-24,keliatan ini partai gak ngeliat nasib rakyat akibat kebijakan bahlil gas bbm tambang dll,Isu Tumpang Tindih,Negatif,Negatif
2025-10-24,beberapa akun media sosial dilaporkan ke bareskrim atas tuduhan menyebarkan meme provokatif terhadap menteri esdm bahlil lahadalia,Isu Meme,Netral,Netral
2025-10-24,gue gak sudi banget ngesave wajahnya bahlil di galeri walaupun itu cuma meme,Isu Meme,Negatif,Negatif
2025-10-24,orang yang ngehina ngetawain dan ngejokes pak bahlil pasti belum ketemu orangnya langsung sebaik dan sehumble itu dia sama orang baru salah satunya gw yang awalnya cuma lihat meme nya malah bisa jadi fansnya semua yang udah ketemu sama dia pasti sependapat sama gw,Isu Meme,Positif,Positif
2025-10-24,tidak ada yang melarang upload meme ketum dpp partai golkar bahlil lahadalia kak silakan saja asal sesuai koridor kesopanan dan adat ketimuran ya,Isu Meme,Netral,Netral
2025-10-24,loe pada tau gak yang ngelaporin akun yang upload memek bahlil kata nya angkatan mudanya partai golkar padahal cuma nemu jalan cari muka bahlil gila kan angkatan muda nya partai golkar rebutan cuma nyari muka nya bahlil kenpa kagak diraup ajah,Isu Meme,Negatif,Negatif
2025-10-24,esdm itu mengelola tambang yang ada izinnya kalau gak ada izinnya proses hukum saja ujar bahlil baca selengkapnya,Isu Tambang,Negatif,Negatif
2025-10-24,menimpa meme bahlil,Isu Meme,Netral,Netral
2025-10-24,now imagine my dad gets a call from the police his son in jail the reason a meme about bahlil kayaknya itu bakal jadi cerita yang luuuwwuuucuuuu,Isu Meme,Netral,Netral
2025-10-24,gw tebak mbaknya gen z dan ini pertama kalinya gw liat ada gen z ikut memuja bahlil awokwok soalnya normalnya gen z ya ngeshare meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,capek ih ngetawain meme bahlil di tiktok akun golkar,Isu Meme,Netral,Netral
2025-10-24,kalo beneran angkatan mudah mah ikutan buat meme bahlil atau minimap menikmati hehe,Isu Meme,Negatif,Negatif
2025-10-24,bodoh kalian semua kalau gasuka bahlil ya tekan lah si wowo menteri itu dibawah presiden dia bisa ganti bahlil kalau dia mau kenapa bahlil gak diganti ya wowo gamau kenapa politik coy bahlil itu ketum partai golkar aku gasuka meme bahlil jujur saja itu rasis,Isu Meme,Negatif,Negatif
2025-10-24,dipenjara karena markup dana whoosh dipenjara karena korupsi dana haji dipenjara karena ceroboh bangun sekolah agama hingga menyebabkan kematian dipenjara karena pelecehan karyawan sppg mbg dipenjara karena lindas ojol dipenjara karena meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,menteri energi dan sumber daya mineral esdm bahlil lahadalia menyerahkan temuan komisi pemberantasan korupsi kpk ihwal kasus tambang ilegal di dekat mandalika nusa tenggara barat ntb untuk diproses hukum esdm itu mengelola tambang yang ada izinnya kalau gak ada,Isu Tambang,Netral,Netral
2025-10-24,ini kalau ketangkep polisi terus ditahan karena upload muka bahlil dibully gak sih nanti di lapas,Isu Meme,Negatif,Negatif
2025-10-24,haha jokes tentang bahlil lahadalia favoritku yang ringan bahlil bilang investasi itu seperti kopi harus panas dan bikin melek kamu punya yang lebih lucu,Isu Meme,Positif,Positif
2025-10-24,gw pap via akun bahlil,Isu Meme,Netral,Netral
2025-10-24,takut dikirimin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,kata lucu bahlil mullet,Isu Meme,Netral,Netral
2025-10-24,dn rakyatnya mentoleransi penyimpangan tlol kaya lu gini menjadikan indonesia peringkat dalam kasus lgbt terbanyak emang goblok titik terhina orang gay amp sekutunya adalah lebih hina drpda bahlil,Isu Meme,Negatif,Negatif
